,PC1,PC2
0,-2.264702808807587,0.4800265965209892
1,-2.0809611519657665,-0.6741335566053519
2,-2.3642290538902992,-0.3419080238846756
3,-2.299384217042707,-0.5973945076746751
4,-2.3898421663138434,0.6468353829020266
5,-2.0756309481765105,1.4891775233211657
6,-2.444028835134151,0.04764419763001412
7,-2.232847158872014,0.22314807268959191
8,-2.33464047790762,-1.1153276754616652
9,-2.1843281749339405,-0.4690135614023749
10,-2.166310100701321,1.0436906530538597
11,-2.326130866442697,0.13307833523923163
12,-2.218450898822408,-0.7286761653165698
13,-2.6331006957652265,-0.961506729170162
14,-2.1987406032666885,1.8600571132939303
15,-2.26221453160102,2.6862844851105905
16,-2.2075876958245906,1.4836093631555716
17,-2.190349509192297,0.48883831648632753
18,-1.8985719958028406,1.4050187944665486
19,-2.343369053074991,1.1278493819084754
20,-1.914322996082567,0.4088557077559065
21,-2.207012843194797,0.9241214267468978
22,-2.7743447029273303,0.45834366775291513
23,-1.8186695286958483,0.08555852628736632
24,-2.227163305706637,0.13725445536342717
25,-1.9518463309003748,-0.6256185877766757
26,-2.051151372729414,0.24216355266166706
27,-2.168577174654215,0.5271495253082672
28,-2.1395634513013304,0.31321781013995215
29,-2.2652614931542394,-0.3377319037604801
30,-2.140122135647983,-0.5045406901415177
31,-1.8315947706760272,0.42369506760378617
32,-2.6149479358589325,1.7935758561044277
33,-2.446177391696513,2.150727877392923
34,-2.109974875318651,-0.4602018414370366
35,-2.2078088990782643,-0.20610739768843617
36,-2.0451462067542,0.6615581114631083
37,-2.5273319131704843,0.5922927741908092
38,-2.4296325750845447,-0.9041800403761471
39,-2.169710711630662,0.2688789614354711
40,-2.2864751433456685,0.4417153876990499
41,-1.8581224563735703,-2.337415157553346
42,-2.5536383956143545,-0.47910069012231354
43,-1.9644476837637392,0.4723266677192604
44,-2.1370590058116212,1.1422292620394074
45,-2.0697442995918287,-0.7110527253858931
46,-2.384733165778261,1.1204297019845355
47,-2.3943763142196315,-0.38624687258915674
48,-2.2294465479426733,0.99795976430798
49,-2.203833435519129,0.009216357521276626
50,1.1017811830529474,0.8629724182621588
51,0.731337425396087,0.594614725669424
52,1.2409793195158305,0.616297654437498
53,0.4074830588173846,-1.7544039893234091
54,1.0754747006090775,-0.20842104605096515
55,0.38868733653566473,-0.593283635990075
56,0.7465297413291605,0.7730193120985955
57,-0.48732274212563953,-1.852429086857573
58,0.9279016383549449,0.032226077891154045
59,0.011426188736980172,-1.0340182751294402
60,-0.1101962800006291,-2.6540728185365623
61,0.44069344898307816,-0.06329518843800168
62,0.5621083064431783,-1.764724380616943
63,0.7195618886754961,-0.1862246058315058
64,-0.033354703178772226,-0.43900320998162456
65,0.8754071908577372,0.5090639567734084
66,0.3502516679950826,-0.1963117345514445
67,0.1588100475479712,-0.7920957424327207
68,1.2250936335624307,-1.6222438030915
69,0.1649178993863271,-1.3026092302957715
70,0.7376826487712579,0.39657156196023785
71,0.47628719094097105,-0.4173202812135504
72,1.2341780976571484,-0.9333257287992778
73,0.6328581997098214,-0.41638772088909914
74,0.7026611831361819,-0.06341181972479981
75,0.8742736538812899,0.2507933929006121
76,1.2565091165418827,-0.07725601969586847
77,1.3584051214406312,0.3313116817908978
78,0.6648003672253945,-0.22592785469484372
79,-0.04025861090059551,-1.0587185465539077
80,0.13079517549786035,-1.5622718342099664
81,0.023452688970550636,-1.5724755942167032
82,0.24153827295451072,-0.7772563825848412
83,1.0610946088426134,-0.6338432447349469
84,0.2239787735123797,-0.2877735120432029
85,0.4291391155161607,0.8455822409050773
86,1.048728051209087,0.5220517968629422
87,1.0445313843962782,-1.3829887191907804
88,0.06958832111642295,-0.2195033346477152
89,0.28347723828757515,-1.3293246390695757
90,0.27907777605546075,-1.1200285237424032
91,0.6245697914985712,0.024923029254012415
92,0.3365303701314355,-0.9884040176703593
93,-0.3621833846193832,-2.0192378732386103
94,0.28858623882315715,-0.8557303199870661
95,0.09136065565450532,-0.18119212582577546
96,0.22771686553469989,-0.38492008098735386
