,PC1,PC2
0,-1.6195298795599244,0.4509500916987441
1,-0.7991699349839541,1.8565530606792346
2,-0.7484790927753516,0.8820388613867965
3,2.357672633178439,-0.26997600938068544
4,-1.6195298795599244,0.4509500916987441
5,-1.583707273367963,0.5691948836514888
6,-1.101464029799856,0.608014998784024
7,-2.2487076476621826,-0.41683477700605015
8,-1.0868865233527094,-0.308569495106007
9,0.6547895249460743,1.6652073957838591
10,-1.125204286455551,0.8605121934499301
11,0.6547895249460743,1.6652073957838591
12,-3.026861032322052,0.49353969150554555
13,1.5388977301543851,-0.2351258286421221
14,1.5652680835125417,4.795247030492091
15,1.6212487869717174,4.780069779618035
16,1.1745656164945637,1.1427982171557747
17,2.695204740121198,1.2154942019634938
18,-0.7224383082083907,0.50467191407014
19,3.3353127554432533,0.7536687550166722
20,0.6236446132149623,0.4401133117154634
21,-0.20598453653144247,0.9679491803451123
22,0.6964073097695567,-0.3969987367022066
23,0.05310563473638976,0.41654274285123905
24,-0.8785553431477118,0.38113318629521686
25,-1.1646340665135724,-0.610355044955854
26,-0.23939378666814753,-1.194010781879521
27,0.6964073097695567,-0.3969987367022066
28,-1.7352178389039357,0.5887956403312671
29,-1.3223717358754266,-0.4104065861625176
30,-1.5597568101209216,1.1619037455913457
31,-1.805565565221311,0.6709771974531867
32,-0.08957396557773369,1.5644346169018248
33,-0.0868057779065389,4.397298606466492
34,-1.0840959212041243,0.062167363377756045
35,-0.5616280919223076,0.5196887485516489
36,-0.8281130123869225,-0.9885227830518456
37,0.4340597392072055,-0.5495251925698856
38,-2.986673706283741,0.31967385172277446
39,0.7643757415450936,1.0590984191309338
40,0.7643757415450936,1.0590984191309338
41,0.3508809752581217,0.7156797358082653
42,1.401391693481647,-0.19778938820590908
43,0.3618357391778311,-0.6802530754908112
44,-2.1419993938305315,-0.5934858816056409
45,-4.2789238784735435,-1.2747746283135357
46,0.23321593871815216,2.485278251236435
47,1.2330936764382143,-0.6704409729285475
48,-0.9392660840130549,-1.0731329349366325
49,-0.6578526240196987,0.4605080039769988
50,0.5884071167499707,-0.5509120997524674
51,-1.5611171524589071,-0.5390383598932497
52,-1.5213443963697602,-0.7227802438943532
53,0.846393849254527,2.1233610795119926
